,Title,date added to alvro,type
3DS0697 - Zyuden Sentai Kyoryuger - Game de Gaburincho (japan).rar,235.83 MB,2016-01-08 4:01,Rom Secen no rar
"0282 - Crash City Mayhem (Europe) (En,Fr,De,Es,It) (eShop).zip",235.80 MB,2016-03-03 14:03,EShop scene no rar
"3DS0600 - Super Black Bass 3D(Europe) (En,Fr,De).rar",235.32 MB,2016-01-07 3:01,Rom Secen no rar
3DS0155 - Ben 10 Galactic Racing (Usa).rar,235.28 MB,2016-01-02 22:01,Rom Secen no rar
3DS0423 - Real 3D Bass Fishing - Fish On (Japan).rar,235.18 MB,2016-01-05 23:01,Rom Secen no rar
"3DS0272 - Myst (Europe)(En,Fr,Ge).rar",234.49 MB,2016-01-04 7:01,Rom Secen no rar
3DS0854 - Makai Ouji - Devils and Realist - Dairiou no Hihou (Japan).rar,234.26 MB,2016-01-09 12:01,Rom Secen no rar
"3DS0573 - Power Rangers - Megaforce (Europe) (En,Fr,De,Es,It).rar",234.17 MB,2016-01-07 2:01,Rom Secen no rar
3DS0498 - Angry Birds Trilogy (Usa).rar,234 MB,2016-01-06 2:01,Rom Secen no rar
z243 - HarmoKnight (USA) (eShop).zip,233.70 MB,2016-05-03 2:05,EShop scene no rar
3DS0222 - Taiko no Tatsujin - Chibi Dragon to Fushigi na Orb (Japan).rar,233.68 MB,2016-01-04 4:01,Rom Secen no rar
3DS1481 - Ansatsu Kyou_su -_assin Ikusei Keikaku!! (Japan).rar,233.48 MB,2017-02-05 0:02,Rom Secen no rar
"3DS0278 - Imagine - Fashion Designer (Europe))(En,Fr,Ge,It,Es,Nl,Da,No,Sv).rar",232.83 MB,2016-01-04 8:01,Rom Secen no rar
3DS1252 - Minarai Majo to MocoMoco Friends (Japan) (Rev 1).rar,232.69 MB,2016-01-15 18:01,Rom Secen no rar
3DS0910 - Gardening Mama 2 - Forest Friends (USA).rar,231.67 MB,2016-01-11 2:01,Rom Secen no rar
3DS0526 - Super Black Bass 3D (USA).rar,231.56 MB,2016-01-06 23:01,Rom Secen no rar
"0390 - Mysterious Cities of Gold - Secret Paths, The (Europe) (En,Fr,De,Es,It,Sv,No,Pl,Ru,Ar) (Rev 1) (eShop).zip",231.51 MB,2016-03-03 15:03,EShop scene no rar
3DS0440 - Myst (Usa).rar,231.18 MB,2016-01-06 0:01,Rom Secen no rar
3DS0884 - Ocha-Ken to Itsumo Nakayoshi (Japan).rar,230.85 MB,2016-01-09 14:01,Rom Secen no rar
3DS0171 - Imagine Fashion Designer (Usa).rar,230.43 MB,2016-01-02 23:01,Rom Secen no rar
3DS0853 - Tongari Boushi to Mahou no Machi (Japan).rar,230.21 MB,2016-01-09 12:01,Rom Secen no rar
"0584 - Mario & Sonic at the London 2012 Olympic Games - Virtual Card Album (Europe) (En,Fr,De,Es,It) (eShop).zip",23.77 MB,2016-05-03 3:05,EShop scene no rar
"0552 - Picross e6 (Europe) (En,Fr,De,Es,It) (eShop).zip",23.59 MB,2016-03-03 16:03,EShop scene no rar
"0263 - Pyramids 2 (Europe) (En,Fr,De,Es,It) (eShop).zip",23.43 MB,2016-03-03 14:03,EShop scene no rar
0100 - Bird Mania Christmas 3D (USA) (eShop).zip,23.30 MB,2016-03-03 13:03,EShop scene no rar
0542 - Puchikon Magajin sokango (Japan) (eShop).zip,23.24 MB,2016-05-03 16:05,EShop scene no rar
z134 - Puchicon Magazine - Soukangou (Japan) (eShop).zip,23.24 MB,2016-05-03 2:05,EShop scene no rar
"0122 - Pyramids 2 (USA) (En,Fr,Es) (eShop).zip",23.22 MB,2016-03-03 13:03,EShop scene no rar
0090 - 3D Classics - TwinBee (USA) (eShop).zip,23.14 MB,2016-03-03 13:03,EShop scene no rar
0504 - Fallblox (Europe) (eShop).zip,23.09 MB,2016-03-03 16:03,EShop scene no rar
"3DS0305 - Hotel Transylvania (Europe)(En,Fr,Ge,It,Es).rar",229.59 MB,2016-01-04 21:01,Rom Secen no rar
"3DS0191 - Carnival Games Wild West 3D (Europe)(En,Fr,Ge,It,Es,Nl).rar",229.49 MB,2016-01-02 23:01,Rom Secen no rar
"3DS0286 - Winter Sports 2012 - Feel the Spirit (Europe)(En,Fr,Ge,It).rar",229.41 MB,2016-01-04 8:01,Rom Secen no rar
3DS1266 - Downtown Nekketsu Jidaigeki (Japan).rar,229.15 MB,2016-01-15 18:01,Rom Secen no rar
3DS0763 - Game Center CX - 3-Choume no Arino (Japan).rar,228.76 MB,2016-01-09 1:01,Rom Secen no rar
3DS0090 - Cooking Mama 4 - Kitchen Magic (Usa).rar,228.62 MB,2016-01-02 3:01,Rom Secen no rar
"3DS1433 - Rayman Origins (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).zip",228.31 MB,2016-05-02 10:05,Rom Secen no rar
3DS0803 - Doraemon - Shin Nobita no Daimakyou (Japan).rar,227.38 MB,2016-01-09 11:01,Rom Secen no rar
3DS0460 - Lalaloopsy - Carnival of Friends (Usa).rar,227.36 MB,2016-01-06 1:01,Rom Secen no rar
3DS0829 - Tamagotchi! Session no Dream School (Japan).rar,227.25 MB,2016-01-09 12:01,Rom Secen no rar
3DS0693 - Cooking Mama 4 (Japan).rar,226.98 MB,2016-01-08 4:01,Rom Secen no rar
0430 - Proun+ (Europe) (eShop).zip,226.77 MB,2016-03-03 16:03,EShop scene no rar
3DS1161 - Sumikko Gurashi - Koko ga Ochitsukundesu (Japan).rar,225.64 MB,2016-01-14 14:01,Rom Secen no rar
3DS0236 - Monosugoku Nou wo Kitaeru 5 funkan no Oni Training (Japan).rar,225.51 MB,2016-01-04 5:01,Rom Secen no rar
3DS1484 - Simple Series for Nintendo 3DS Vol. 2 - The Mis_sukara no Dasshutsu Archives 1 (Japan).rar,225.04 MB,2017-02-05 0:02,Rom Secen no rar
0093 - Mighty Switch Force! (USA) (eShop).zip,224.90 MB,2016-03-03 13:03,EShop scene no rar
"0323 - Mighty Switch Force! (Europe) (En,Fr,De,Es,It) (eShop).zip",224.85 MB,2016-03-03 14:03,EShop scene no rar
3DS0875 - Oshare na Koinu 3D (Japan).rar,223.24 MB,2016-01-09 13:01,Rom Secen no rar
3DS0718 - Kobito Dukan - Kobito Kansatsu Set (Japan).rar,223.20 MB,2016-01-08 23:01,Rom Secen no rar
3DS1140 - DoraEigo - Nobita to Yousei no Fushigi Collection (Japan).rar,223.13 MB,2016-01-14 13:01,Rom Secen no rar
z042 - Denpa Ningen no RPG FREE! (Japan) (eShop).zip,222.79 MB,2016-03-03 18:03,EShop scene no rar
"3DS0002 - Super Mon_ Ball 3D (Europe)(En,Fr,Ge,It,Es) (LGC).rar",222.10 MB,2016-01-01 20:01,Rom Secen no rar
3DS0042 - Super Mon_ Ball 3D (U).rar,222.10 MB,2016-01-02 1:01,Rom Secen no rar
3DS0563 - Super Mon_ Ball 3D (JPN).rar,222.10 MB,2016-01-07 2:01,Rom Secen no rar
3DS1152 - Gotouchi Tetsudou - Gotouchi Chara to Nihon Zenkoku no Tabi (Japan).rar,221.98 MB,2016-01-14 13:01,Rom Secen no rar
3DS1000 - Scooby-Doo and Looney Tunes Cartoon Universe - Adventure (Usa).rar,220.15 MB,2016-01-11 6:01,Rom Secen no rar
0035 - Cave Story (Europe) (eShop).zip,22.95 MB,2016-03-03 13:03,EShop scene no rar
0550 - Zombie Incident (USA) (eShop).zip,22.78 MB,2016-03-03 16:03,EShop scene no rar
z188 - Netflix (USA) (Rev 2) (eShop).zip,22.35 MB,2016-05-03 2:05,EShop scene no rar
z238 - Smash Controller (USA) (eShop).zip,22.34 MB,2016-05-03 2:05,EShop scene no rar
"0040 - Pokedex 3D (USA) (En,Fr,Es) (eShop).zip",22.31 MB,2016-03-03 13:03,EShop scene no rar
"z186 - Pokedex (World) (En,Fr,De,Es,It) (eShop).zip",22.31 MB,2016-05-03 2:05,EShop scene no rar
0478 - Tappingo (Europe) (eShop).zip,22.30 MB,2016-03-03 16:03,EShop scene no rar
z263 - Picross e6 (USA) (eShop).zip,22.29 MB,2016-05-03 2:05,EShop scene no rar
z322 - Tappingo (USA) (eShop).zip,22.24 MB,2016-05-03 3:05,EShop scene no rar
0163 - 3D Classics - Excitebike (USA) (eShop).zip,22.23 MB,2016-03-03 14:03,EShop scene no rar
z206 - 3D Classics - Excitebike (USA) (eShop).zip,22.23 MB,2016-05-03 2:05,EShop scene no rar
0063 - Netflix (USA) (Rev 1) (eShop).zip,22.20 MB,2016-03-03 13:03,EShop scene no rar
z187 - Netflix (USA) (eShop).zip,22.20 MB,2016-05-03 2:05,EShop scene no rar
"0307 - Cubit - The Hardcore Platformer Robot (Europe) (En,Fr,De,Es,It) (eShop).zip",22.15 MB,2016-03-03 14:03,EShop scene no rar
3DS0765 - Tom Clancys Ghost Recon - Shadow Wars (Japan).rar,219.72 MB,2016-01-09 1:01,Rom Secen no rar
"3DS0001 - Tom Clancys Ghost Recon Shadow Wars (Europe)(En,Fr,Ge,It,Es)(LGC).rar",219.69 MB,2016-01-01 20:01,Rom Secen no rar
3DS0036 - Tom Clancys Ghost Recon - Shadow Wars (USA).rar,219.67 MB,2016-01-02 0:01,Rom Secen no rar
3DS0738 - Oshaberi Usagi Mecha Kawa Oshare Collection (Japan).rar,219.47 MB,2016-01-09 0:01,Rom Secen no rar
0344 - Fish On 3D (Europe) (eShop).zip,219.10 MB,2016-03-03 14:03,EShop scene no rar
"3DS0047 - SpongeBob SquigglePants (Europe)(En,Fr,Ge,It,Es,Nl).rar",218.73 MB,2016-01-02 1:01,Rom Secen no rar
3DS0087 - SpongeBob SquigglePants 3D (Usa).rar,218.73 MB,2016-01-02 3:01,Rom Secen no rar
3DS0727 - Girls Fashion 3D - Mezase! Top Stylist (Japan).rar,218.44 MB,2016-01-08 23:01,Rom Secen no rar
3DS1305 - Hello Kitty to Sanrio Characters - World Rock Tour (Japan).rar,218.42 MB,2016-01-16 17:01,Rom Secen no rar
3DS0637 - Imagine Babyz(USA).rar,218.38 MB,2016-01-08 1:01,Rom Secen no rar
"0322 - Monster Hunter 4 Ultimate (Europe) (En,Fr,De,Es,It) (Demo) (eShop).zip",217.59 MB,2016-03-03 14:03,EShop scene no rar
"3DS0200 - Pac-Man Party 3D (Europe) (En,Fr,Ge,It,Es).rar",217.06 MB,2016-01-03 0:01,Rom Secen no rar
3DS0945 - Putty Squad (USA).rar,216.17 MB,2016-01-11 3:01,Rom Secen no rar
"3DS0318 - Imagine - Champion Rider 3D (Europe)(En,Fr,Ge,It,Es,Nl,Da,No,Sw).rar",215.87 MB,2016-01-04 21:01,Rom Secen no rar
3DS1320 - Bonbonribbon - Tokimeki Coord Kirakira Dance (Japan).rar,215.82 MB,2016-01-16 17:01,Rom Secen no rar
0097 - THE DENPA MEN 3 - The Rise of Digitoll (USA) (eShop).zip,215.43 MB,2016-03-03 13:03,EShop scene no rar
3DS0085 - Pac-Man Party 3D(Usa).rar,214.67 MB,2016-01-02 3:01,Rom Secen no rar
3DS0867 - Minna de Auto Racing 3D (Japan).rar,214.59 MB,2016-01-09 13:01,Rom Secen no rar
3DS0030 - Dream Trigger 3D (E).rar,213.98 MB,2016-01-02 0:01,Rom Secen no rar
3DS0095 - Dream Trigger 3D (Usa).rar,213.79 MB,2016-01-02 3:01,Rom Secen no rar
3DS1332 - Asonde Shogi ga Kyoukunaru! Kane Hoshi Shogi DX (Japan).rar,213.57 MB,2016-01-16 18:01,Rom Secen no rar
3DS0152 - Horses 3D (Usa).rar,213.47 MB,2016-01-02 22:01,Rom Secen no rar
3DS0917 - Pac-Man Party 3D (Japan).rar,213.02 MB,2016-01-11 2:01,Rom Secen no rar
0498 - Mario vs Donkey Kong - Tipping Stars (Europe) (eShop).zip,212.90 MB,2016-03-03 16:03,EShop scene no rar
"3DS0189 - Rayman Origins (Europe) (En,Fr,Ge,It,Es,Nl).rar",212.63 MB,2016-01-02 23:01,Rom Secen no rar
"3DS0293 - Happy Feet Two (Europe)(En,Fr,Ge,It,Es,Nl).rar",212.56 MB,2016-01-04 8:01,Rom Secen no rar
3DS0149 - Carnival Games Wild West 3D (Usa).rar,211.21 MB,2016-01-02 22:01,Rom Secen no rar
3DS0792 - Koneko no Album - My Little Cat (Japan).rar,210.93 MB,2016-01-09 3:01,Rom Secen no rar
"3DS0940 - Mystery Murders Jack The _per (Europe) (En,Fr).rar",210.54 MB,2016-01-11 3:01,Rom Secen no rar
z001 - Final Fantasy (Japan) (eShop).zip,210.53 MB,2016-03-03 17:03,EShop scene no rar
z090 - Final Fantasy (Japan) (eShop).zip,210.53 MB,2016-05-03 1:05,EShop scene no rar
3DS0252 - Rayman Origins (Usa).rar,210.23 MB,2016-01-04 6:01,Rom Secen no rar
3DS0112 - Happy Feet Two (Usa).rar,210.19 MB,2016-01-02 20:01,Rom Secen no rar
z162 - Gunslugs 2 (Europe) (eShop).zip,21.95 MB,2016-05-03 2:05,EShop scene no rar
0265 - Crazy Kangaroo (Europe) (eShop).zip,21.71 MB,2016-03-03 14:03,EShop scene no rar
z158 - Gunslugs 2 (USA) (eShop).zip,21.70 MB,2016-05-03 2:05,EShop scene no rar
0233 - Cubit - The Hardcore Platformer Robot (USA) (eShop).zip,21.69 MB,2016-03-03 14:03,EShop scene no rar
z302 - Bingo de NouTore - BinTore (Japan) (eShop).zip,21.68 MB,2016-05-03 3:05,EShop scene no rar
0295 - escapeVektor (Europe) (eShop).zip,21.51 MB,2016-03-03 14:03,EShop scene no rar
"0569 - Cube Creator 3D (Europe) (En,Fr,De,Es) (eShop).zip",21.42 MB,2016-03-03 17:03,EShop scene no rar
z053 - Picross e6 (Japan) (eShop).zip,21.42 MB,2016-03-03 18:03,EShop scene no rar
z034 - 3D Classics - Excitebike (Japan) (eShop).zip,21.40 MB,2016-03-03 17:03,EShop scene no rar
0136 - escapeVektor (USA) (eShop).zip,21.32 MB,2016-03-03 13:03,EShop scene no rar
0558 - 3D Classics - Xevious (Europe) (eShop).zip,21.32 MB,2016-03-03 17:03,EShop scene no rar
"3DS1087 - Legend of Korra - A New Era Begins, The (USA).rar",209.75 MB,2016-01-13 4:01,Rom Secen no rar
3DS0789 - Tamagotchi no Doki Doki Dream Omisetchi (Japan).rar,209.59 MB,2016-01-09 2:01,Rom Secen no rar
3DS0848 - Rayman Origins (Japan).rar,209.13 MB,2016-01-09 12:01,Rom Secen no rar
3DS0475 - Beyblade Evolution (Usa).rar,207.82 MB,2016-01-06 1:01,Rom Secen no rar
3DS0866 - Guruguru Tamagotchi! (Japan).rar,207.34 MB,2016-01-09 13:01,Rom Secen no rar
0435 - Mario vs Donkey Kong - Tipping Stars (USA) (eShop).zip,207.08 MB,2016-03-03 16:03,EShop scene no rar
"3DS0317 - Imagine - Babies 3D (Europe)(En,Fr,Ge,It,Es,Nl).rar",206.95 MB,2016-01-04 21:01,Rom Secen no rar
3DS0946 - Oshare Hamster to Kurasou - Issho ni Odekake (Japan).rar,206.95 MB,2016-01-11 3:01,Rom Secen no rar
3DS0836 - Nicola Kanshuu - Model Oshare Audition Platina (Japan).rar,206.49 MB,2016-01-09 12:01,Rom Secen no rar
"3DS0568 - Beyblade.Evolution.(Europe) (En,Fr,Ge,Es) .rar",206.10 MB,2016-01-07 2:01,Rom Secen no rar
3DS1586 - Downtown Nekketsu Monogatari SP (Japan).rar,204.74 MB,2017-02-05 5:02,Rom Secen no rar
3DS0777 - Hello Kitty to Issho! Block Crash Z (Japan).rar,204.49 MB,2016-01-09 2:01,Rom Secen no rar
"3DS0028 - Green Lantern - Rise of the Manhunters (Europe) (En,Fr,Ge,It,Es,Nl).rar",204.29 MB,2016-01-02 0:01,Rom Secen no rar
3DS0111 - Green Lantern Rise of the Manhunters (Usa).rar,204.29 MB,2016-01-02 20:01,Rom Secen no rar
3DS0083 - Wipeout 2 (Usa).rar,203.92 MB,2016-01-02 3:01,Rom Secen no rar
3DS1153 - Cooking Mama - Watashi no Sweets Shop (Japan).rar,202.49 MB,2016-01-14 13:01,Rom Secen no rar
"3DS0877 - Mystery Case Files - Return to Ravenhearst (Europe) (En,Fr,De,Es,It,Nl).rar",201.95 MB,2016-01-09 13:01,Rom Secen no rar
3DS1206 - Ansatsu Kyou_su - Koro-sensei Daihouimou!! (Japan).rar,201.15 MB,2016-01-15 15:01,Rom Secen no rar
0538 - Cube Creator 3D (Japan) (eShop).zip,20.89 MB,2016-03-03 16:03,EShop scene no rar
0575 - Shippuu no Usagi-Maru - Megumi no Tama to Fuuma no Shirushi (Japan) (eShop).zip,20.76 MB,2016-05-03 3:05,EShop scene no rar
0316 - Pix3D (Europe) (eShop).zip,20.66 MB,2016-03-03 14:03,EShop scene no rar
0107 - PIX3D (USA) (eShop).zip,20.60 MB,2016-03-03 13:03,EShop scene no rar
0492 - Minna no Decoration Card (Japan) (eShop).zip,20.51 MB,2016-03-03 16:03,EShop scene no rar
0091 - Crashmo (USA) (eShop).zip,20.45 MB,2016-03-03 13:03,EShop scene no rar
"0172 - Picross e2 (Europe) (En,Fr,De,Es,It) (eShop).zip",20.30 MB,2016-03-03 14:03,EShop scene no rar
"0028 - Pullblox (Europe) (En,Fr,De,Es,It) (eShop).zip",20.20 MB,2016-03-03 13:03,EShop scene no rar
0234 - Chain Blaster (USA) (eShop).zip,20.20 MB,2016-03-03 14:03,EShop scene no rar
0534 - Hikuotsu (Japan) (eShop).zip,20.20 MB,2016-05-03 16:05,EShop scene no rar
z004 - Cube Creator 3D (USA) (eShop).zip,20.20 MB,2016-03-03 17:03,EShop scene no rar
z092 - Cube Creator 3D (USA) (eShop).zip,20.20 MB,2016-05-03 1:05,EShop scene no rar
0051 - Zelda II - The Adventure of Link (USA) (Rev 1) (NES) (Virtual Console).zip,2.93 MB,2016-03-03 13:03,EShop scene no rar
0047 - NES Open Tournament Golf (USA) (Rev 1) (NES) (Virtual Console).zip,2.90 MB,2016-03-03 13:03,EShop scene no rar
z287 - NES Open Tournament Golf (USA) (NES) (Virtual Console).zip,2.90 MB,2016-05-03 3:05,EShop scene no rar
"0049 - Legend of Zelda, The (USA) (Rev 1) (NES) (Virtual Console).zip",2.80 MB,2016-03-03 13:03,EShop scene no rar
0050 - Yoshi (USA) (Rev 1) (NES) (Virtual Console).zip,2.80 MB,2016-03-03 13:03,EShop scene no rar
"z223 - Legend of Zelda, The (USA) (NES) (Virtual Console).zip",2.80 MB,2016-05-03 2:05,EShop scene no rar
z285 - Metroid (USA) (NES) (Virtual Console).zip,2.78 MB,2016-05-03 3:05,EShop scene no rar
z286 - Metroid (USA) (Rev 1) (NES) (Virtual Console).zip,2.78 MB,2016-05-03 3:05,EShop scene no rar
z355 - Samurai Warriors Chronicles 3 (USA) (eShop).zip,2.77 GB,2018-01-30 9:01,EShop scene no rar
3DS1549 - Yo-Kai Watch 3 - Sushi (Japan).rar,2.74 GB,2017-02-05 4:02,Rom Secen no rar
3DS1550 - Yo-Kai Watch 3 - Tempura (Japan).rar,2.74 GB,2017-02-05 4:02,Rom Secen no rar
0043 - Wrecking Crew (USA) (Rev 1) (NES) (Virtual Console).zip,2.73 MB,2016-03-03 13:03,EShop scene no rar
0013 - Adventure Time - Explore the Dungeon Because I DON'T KNOW! - Update 1.1 (Europe).zip,2.72 MB,2016-03-03 13:03,EShop scene no rar
3DS1860 - Persona Q2 - New Cinema Labyrinth (Europe).rar,2.71 GB,2019-07-03 13:07,Rom Secen no rar
3DS1843 - Persona Q2 - New Cinema Labyrinth (Japan).rar,2.70 GB,2019-01-27 21:01,Rom Secen no rar
3DS1861 - Persona Q2 - New Cinema Labyrinth (USA).rar,2.70 GB,2019-07-03 13:07,Rom Secen no rar
z290 - Super Mario Bros. (USA) (NES) (Virtual Console).zip,2.69 MB,2016-05-03 3:05,EShop scene no rar
0042 - Ice Climber (USA) (Rev 1) (NES) (Virtual Console).zip,2.66 MB,2016-03-03 13:03,EShop scene no rar
z280 - Ice Climber (USA) (NES) (Virtual Console).zip,2.66 MB,2016-05-03 3:05,EShop scene no rar
"0017 - New Style Boutique - Update 1.1 (Europe) (En,Fr,De,Es,It).zip",2.65 MB,2016-03-03 13:03,EShop scene no rar
0044 - Balloon Fight (USA) (Rev 1) (NES) (Virtual Console).zip,2.65 MB,2016-03-03 13:03,EShop scene no rar
0045 - Donkey Kong Jr. (USA) (Rev 1) (NES) (Virtual Console).zip,2.65 MB,2016-03-03 13:03,EShop scene no rar
z271 - Balloon Fight (USA) (NES) (Virtual Console).zip,2.65 MB,2016-05-03 2:05,EShop scene no rar
z274 - Donkey Kong Jr. (USA) (NES) (Virtual Console).zip,2.65 MB,2016-05-03 3:05,EShop scene no rar
"0010 - Save Data Transfer Tool (World) (En,Fr,De,Es,It,Pt,Ru) (eShop).zip",2.54 MB,2016-03-03 13:03,EShop scene no rar
"3DS1460 - Bravely Second - End Layer (Europe) (En,Fr,De,Es,It).zip",2.53 GB,2016-05-02 12:05,Rom Secen no rar
3DS1479 - Bravely Second - End Layer (USA).zip,2.52 GB,2016-05-02 13:05,Rom Secen no rar
3DS0389 - E.X. Troopers (Japan).rar,2.40 GB,2016-01-05 1:01,Rom Secen no rar
"3DS1834 - Yo-Kai Watch Blasters - Red Cat Corps (Europe) (En,Fr,Gr,It,Sp).rar",2.34 GB,2019-01-27 20:01,Rom Secen no rar
"3DS1835 - Yo-Kai Watch Blasters - White Dog Squad (Europe) (En,Fr,Gr,It,Sp).rar",2.34 GB,2019-01-27 20:01,Rom Secen no rar
0415 - Carl Jiisan no Soratobu Ie 3D (Japan) (eShop) (Video).zip,2.33 GB,2016-03-03 15:03,EShop scene no rar
3DS1524 - Senran Kagura 2 - Deep Crimson (Korea).rar,2.26 GB,2017-02-05 4:02,Rom Secen no rar
3DS1339 - Hatsune Miku - Project Mirai DX (Europe) (En).rar,2.23 GB,2016-01-16 19:01,Rom Secen no rar
3DS1336 - Hatsune Miku - Project Mirai DX (USA).rar,2.22 GB,2016-01-16 19:01,Rom Secen no rar
0416 - Sugar Rush 3D (Japan) (eShop) (Video).zip,2.18 GB,2016-03-03 15:03,EShop scene no rar
3DS1337 - Senran Kagura 2 - Deep Crimson (Europe).rar,2.16 GB,2016-01-16 19:01,Rom Secen no rar
3DS1340 - Senran Kagura 2 - Deep Crimson (USA).rar,2.16 GB,2016-01-16 19:01,Rom Secen no rar
0573 - Senran Kagura 2 - Deep Crimson (Europe) (eShop).zip,2.11 GB,2016-03-03 17:03,EShop scene no rar
z335 - Baymax 3D (Japan) (eShop) (Video).zip,2.07 GB,2016-05-03 3:05,EShop scene no rar
3DS0742 - Inazuma Eleven 1-2-3 - Endou Mamoru Densetsu (Japan).rar,2.06 GB,2016-01-09 1:01,Rom Secen no rar
3DS0772 - Devil Summoner - Soul Hackers (Japan).rar,2.06 GB,2016-01-09 2:01,Rom Secen no rar
3DS0773 - Shin Megami Tensei IV (Japan).rar,2.06 GB,2016-01-09 2:01,Rom Secen no rar
"3DS0855 - Inazuma Eleven 3 - Bomb Blast (Europe)(Eng,Spa,Ita).rar",2.06 GB,2016-01-09 13:01,Rom Secen no rar
3DS0860 - Senran Kagura Burst - Guren no Shoujotachi (Rev 1)(Japan).rar,2.06 GB,2016-01-09 13:01,Rom Secen no rar
3DS0869 - Theatrhythm Final Fantasy - Curtain Call (Japan).rar,2.06 GB,2016-01-09 13:01,Rom Secen no rar
3DS0933 - Vitamin X - Evolution Plus (Japan).rar,2.06 GB,2016-01-11 3:01,Rom Secen no rar
3DS0956 - Persona Q - Shadow of the Labyrinth (Japan).rar,2.06 GB,2016-01-11 3:01,Rom Secen no rar
"3DS0981 - One Piece - Unlimited World Red (Europe)(En,Ge,Fr,Es,It).rar",2.06 GB,2016-01-11 5:01,Rom Secen no rar
3DS0997 - One Piece - Unlimited World Red (USA).rar,2.06 GB,2016-01-11 6:01,Rom Secen no rar
3DS0998 - Youkai Watch 2 - Ganso (Japan).rar,2.06 GB,2016-01-11 6:01,Rom Secen no rar
3DS0999 - Youkai Watch 2 - Honke (Japan).rar,2.06 GB,2016-01-11 6:01,Rom Secen no rar
"3DS1049 - Super Smash Bros. for Nintendo 3DS (Europe)(En,Fr,Es,Ge,It,Du,Po,Ru).rar",2.06 GB,2016-01-13 2:01,Rom Secen no rar
3DS1117 - Pokemon Alpha Sapphire (Japan).rar,2.06 GB,2016-01-14 11:01,Rom Secen no rar
"3DS1469 - Hyrule Warriors Legends (Europe) (En,Fr,De,Es,It).zip",2.02 GB,2016-05-02 12:05,Rom Secen no rar
3DS1470 - Hyrule Warriors Legends (USA).zip,2.01 GB,2016-05-02 13:05,Rom Secen no rar
"3DS0450 - Pokemon X (Europe) (En,Ja,Fr,De,Es,It,Ko).rar",2 GB,2016-01-06 0:01,Rom Secen no rar
3DS0510 - Pokemon Y (USA).rar,2 GB,2016-01-06 22:01,Rom Secen no rar
3DS0511 - Pokemon X (USA).rar,2 GB,2016-01-06 22:01,Rom Secen no rar
"3DS0549 - FIFA 13 (Europe) (Es,De,It).rar",2 GB,2016-01-07 1:01,Rom Secen no rar
3DS1022 - Tetsudou Nippon! Rosen Tabi - Kashima Rinkai Tetsudou Hen (Japan).rar,2 GB,2016-01-12 23:01,Rom Secen no rar
3DS1025 - Medarot 8 - Kabuto Ver. (Japan).rar,2 GB,2016-01-13 0:01,Rom Secen no rar
3DS1026 - Medarot 8 - Kuwagata Ver. (Japan).rar,2 GB,2016-01-13 0:01,Rom Secen no rar
3DS1028 - Professor Layton vs Phoenix Wright Ace Attorney (USA).rar,2 GB,2016-01-13 0:01,Rom Secen no rar
3DS1029 - Gaist Crusher God (Japan).rar,2 GB,2016-01-13 0:01,Rom Secen no rar
3DS1031 - Dairantou Smash Bros. for Nintendo 3DS (Japan).rar,2 GB,2016-01-13 0:01,Rom Secen no rar
3DS1035 - Theatrhythm Final Fantasy - Curtain Call (USA).rar,2 GB,2016-01-13 1:01,Rom Secen no rar
3DS1037 - Theatrhythm Final Fantasy - Curtain Call (Europe)(En).rar,2 GB,2016-01-13 1:01,Rom Secen no rar
"3DS1043 - FIFA 15 - Legacy Edition (Europe)(En,Es,It).rar",2 GB,2016-01-13 1:01,Rom Secen no rar
"3DS1047 - FIFA 15 - Legacy Edition (Europe)(En,Fr,Du).rar",2 GB,2016-01-13 2:01,Rom Secen no rar
"3DS1048 - FIFA 15 - Legacy Edition (USA)(En,Fr,Es).rar",2 GB,2016-01-13 2:01,Rom Secen no rar
3DS1051 - Super Smash Bros. for Nintendo 3DS (USA).rar,2 GB,2016-01-13 2:01,Rom Secen no rar
3DS1052 - Kinki no Magna (Japan).rar,2 GB,2016-01-13 2:01,Rom Secen no rar
3DS1070 - Youkai Watch 2 - Honke (v01) (Japan).rar,2 GB,2016-01-13 3:01,Rom Secen no rar
3DS1071 - Youkai Watch 2 - Ganso (v03) (Japan).rar,2 GB,2016-01-13 4:01,Rom Secen no rar
3DS1072 - Youkai Watch 2 - Honke (v03) (Japan).rar,2 GB,2016-01-13 4:01,Rom Secen no rar
3DS1073 - Youkai Watch 2 - Honke (v02) (Japan).rar,2 GB,2016-01-13 4:01,Rom Secen no rar
3DS1074 - Youkai Watch 2 - Ganso (v02) (Japan).rar,2 GB,2016-01-13 4:01,Rom Secen no rar
3DS1075 - Youkai Watch 2 - Ganso (v01) (Japan).rar,2 GB,2016-01-13 4:01,Rom Secen no rar
3DS1111 - Persona Q - Shadow of the Labyrinth (USA).rar,2 GB,2016-01-14 11:01,Rom Secen no rar
"3DS1116 - Inazuma Eleven 3 - Team Ogre Attacks! (Europe)(En,Es,It).rar",2 GB,2016-01-14 11:01,Rom Secen no rar
3DS1118 - Pokemon Omega Ruby (Japan).rar,2 GB,2016-01-14 11:01,Rom Secen no rar
3DS1119 - Persona Q - Shadow of the Labyrinth (Europe)(En).rar,2 GB,2016-01-14 12:01,Rom Secen no rar
